SAMPLE,PRIMER,PRIMER MARKER,OTUID,OTUID-SOURCE,OTU MARKER,MARKER-LENGTH,OTU-LENGTH,length difference,N.READS,%READS,%READS 2,PROTAX-order,PROTAX-order_prob,PROTAX-family,PROTAX-family_prob,PROTAX-genus,PROTAX-genus_prob,PROTAX-spp,PROTAX-spp_prob,PROTAX-bestsim,PROTAX-bestsim-pident,PIMBA-HIT,PIMBA-pident,BLASTn-HIT,BLASTn-pident,BLASTn-alignment length,length difference 2,SANGER-class blastn DB2024.3,SANGER-order blastn DB2024.3,SANGER-family blastn DB2024.3,SANGER-genus blastn DB2024.3,SANGER-spp blastn DB2024.3,SANGER-pident blastn DB2024.3,SANGER-class blastn nt remote,SANGER-order blastn nt remote,SANGER-family blastn nt remote,SANGER-genus blastn nt remote,SANGER-spp blastn nt remote,SANGER-pident blastn nt remote
C-mix-1,CH11,COI,OTU738865490,all-OTU,COI,250,255,5,12,0.000517085,0.034383954,Chiroptera,-0.00213355,"Chiroptera,Noctilionidae",-0.00264157,"Chiroptera,Noctilionidae,Noctilio",-0.049464,"Chiroptera,Noctilionidae,Noctilio,unk",-0.0495161,Noctilio_albiventris_KC011603.1,0.9,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Noctilionidae; g__Noctilio; s__albiventris,0.9638,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU13782870,all-OTU,12S,220,220,0,3258,0.140388676,0.945718433,Chiroptera,-0.000341754,"Chiroptera,Emballonuridae",-0.000356425,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.00497032,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.0136939,Rhynchonycteris_naso_KX381769.1,0.944,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.9774,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU999774133,all-OTU,12S,220,224,4,47,0.002025251,0.013642961,Sirenia,-0.00528543,"Sirenia,Trichechidae",-0.00528567,"Sirenia,Trichechidae,Trichechus",-0.0116285,"Sirenia,Trichechidae,Trichechus,inunguis",-0.356901,Trichechus_inunguis_MW073826.1,0.982,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,1,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU560424198,all-OTU,12S,220,222,2,37,0.001594347,0.010740203,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU216452375,all-OTU,12S,220,220,0,34,0.001465075,0.009869376,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU357898955,all-OTU,12S,220,216,4,25,0.001077261,0.007256894,"root,unk",-0.184973,,,,,,,Stercorarius_maccormicki_KM401546.1,0.579,Unassigned,,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus variegatus,0.85116,215,1,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU355307225,all-OTU,12S,220,224,4,22,0.00094799,0.006386067,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU881582919,all-OTU,12S,220,222,2,12,0.000517085,0.003483309,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU877899724,all-OTU,12S,220,219,1,7,0.000301633,0.00203193,"root,unk",-1.04691,"Perciformes,unk",-2.00431,"Coleoptera,Scarabaeidae,unk",-2.56209,,,Jumnos_ruckeri_OK484304.1,0.616,k__Metazoa; p__Chordata; c__Actinopteri; o__Kurtiformes; f__Apogonidae; g__Fowleria; s__isostigma,0.80184,Chordata;Mammalia;Chiroptera;Vespertilionidae;Histiotus;Histiotus mochica,0.90155,193,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU970541295,all-OTU,12S,220,222,2,3,0.000129271,0.000870827,Rodentia,-0.0121132,"Rodentia,Caviidae",-0.268937,"Rodentia,Caviidae,unk",-0.270004,,,Kerodon_rupestris_AF433916.1,0.757,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Caviidae; g__Kerodon; s__rupestris,0.88636,Chordata;Mammalia;Rodentia;Caviidae;Kerodon;Kerodon rupestris,0.88636,220,2,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU911054025,all-OTU,16S,120,119,1,563,0.024259922,0.38800827,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU890264139,all-OTU,16S,120,120,0,519,0.022363942,0.357684356,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU343752411,all-OTU,16S,120,103,17,232,0.009996984,0.159889731,Primates,-0.160477,"Primates,Atelidae",-1.03306,"Primates,Atelidae,Lagothrix",-1.31729,"Primates,Atelidae,Lagothrix,unk",-1.31731,Lagothrix_lagotricha_AF420049.1,0.68,Unassigned,,Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba,0.9798,99,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU556830680,all-OTU,16S,120,122,2,112,0.00482613,0.077188146,Sirenia,-0.284986,"Sirenia,Trichechidae",-0.284986,"Sirenia,Trichechidae,Trichechus",-0.531535,"Sirenia,Trichechidae,Trichechus,unk",-0.531667,Trichechus_inunguis_MW073826.1,0.918,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,0.99153,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU549024624,all-OTU,16S,120,121,1,25,0.001077261,0.017229497,Artiodactyla,-0.00339945,"Artiodactyla,Bovidae",-0.0295321,"Artiodactyla,Bovidae,Bos",-1.04881,"Artiodactyla,Bovidae,Bos,unk",-1.04884,Bos_indicus_AB511046.1,0.916,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98291,,,,,,,,,,,,,,,,
C-mix-1,CH11,COI,OTU301281491,all-OTU,all,220,219,1,7,0.000301633,1,Chiroptera,-4.72159E-05,"Chiroptera,Mormoopidae",-0.00408538,"Chiroptera,Mormoopidae,unk",-0.537407,"Chiroptera,Mormoopidae,Pteronotus,gymnonotus",-0.95439,,,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Mormoopidae; g__Pteronotus; s__gymnonotus,1,Chordata;Mammalia;Chiroptera;Mormoopidae;Pteronotus;Pteronotus gymnonotus,0.99482,193,,,,,,,,,,,,,
C-mix-1,CHAVES-F14R12,COI,OTU279795832,all-OTU,COI,250,254,4,2546,0.517269403,0.616913012,Rodentia,-0.00100928,"Rodentia,Cuniculidae",-0.0010212,"Rodentia,Cuniculidae,Cuniculus",-0.0155642,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0874383,Cuniculus_paca_JF459126.1,0.956,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.97619,,,,,,,,,,,,,,,,
C-mix-1,CHAVES-F14R12,COI,OTU579202602,all-OTU,COI,250,255,5,584,0.118650955,0.141507148,Chiroptera,-0.00871346,"Chiroptera,Phyllostomidae",-0.00880448,"Chiroptera,Phyllostomidae,Artibeus",-0.895114,"Chiroptera,Phyllostomidae,Artibeus,unk",-0.895128,Artibeus_lituratus_EF080083.1,0.886,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.94841,,,,,,,,,,,,,,,,
C-mix-1,CHAVES-F14R12,COI,OTU549395121,all-OTU,COI,250,252,2,572,0.116212922,0.138599467,"root,unk",-0.911154,"Chiroptera,Phyllostomidae",-1.63346,"Chiroptera,Phyllostomidae,unk",-1.63718,,,Tonatia_bidens_GBMA17066-17,0.592,Unassigned,,Chordata;Actinopteri;Cypriniformes;Cobitidae;Cobitis;Cobitis arachthosensis,0.77315,216,,,,,,,,,,,,,
C-mix-1,CHAVES-F14R12,COI,OTU801544977,all-OTU,COI,250,255,5,422,0.085737505,0.102253453,Didelphimorphia,-0.00297933,"Didelphimorphia,Didelphidae",-0.00297934,"Didelphimorphia,Didelphidae,Didelphis",-0.205496,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.255368,Didelphis_albiventris_JN638891.1,0.958,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.98312,,,,,,,,,,,,,,,,
C-mix-1,CHAVES-F14R12,COI,OTU972098998,all-OTU,COI,250,255,5,3,0.000609508,0.00072692,Artiodactyla,-0.00166727,"Artiodactyla,Bovidae",-0.00166828,"Artiodactyla,Bovidae,Bos",-0.0424566,"Artiodactyla,Bovidae,Bos,unk",-0.780948,Bos_taurus_ACLB037-06,0.962,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98413,,,,,,,,,,,,,,,,
C-mix-1,CHAVES-F1R1,COI,OTU943214579,all-OTU,COI,250,255,5,2,0.000214362,1,Pilosa,-0.00400379,"Pilosa,Bradypodidae",-0.00400427,"Pilosa,Bradypodidae,Bradypus",-0.00614027,"Pilosa,Bradypodidae,Bradypus,torquatus",-0.45217,Bradypus_torquatus_EU301711.1,0.974,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__torquatus,0.99559,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus torquatus,0.99559,227,28,,,,,,,,,,,,
C-mix-1,CHAVES-F1R1,COI,OTU679151575,all-OTU,12S,220,224,4,7,0.000750268,0.777777778,Artiodactyla,-0.000209573,"Artiodactyla,Tayassuidae",-0.000249408,"Artiodactyla,Tayassuidae,Pecari",-0.0862197,"Artiodactyla,Tayassuidae,Pecari,unk",-0.0869707,Pecari_tajacu_JN632682.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Tayassuidae; g__Pecari; s__tajacu,0.98636,,,,,,,,,,,,,,,,
C-mix-1,CHAVES-F1R1,COI,OTU785684198,all-OTU,12S,220,225,5,2,0.000214362,0.222222222,Artiodactyla,-0.000111624,"Artiodactyla,Delphinidae",-0.000142834,"Artiodactyla,Delphinidae,Lagenorhynchus",-0.267674,"Artiodactyla,Delphinidae,Lagenorhynchus,unk",-0.26839,Lagenorhynchus_australis_OQ776906.1,0.941,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Delphinidae; g__Sotalia; s__fluviatilis,0.9955,,,,,,,,,,,,,,,,
C-mix-1,CHAVES-F1R1,COI,OTU570984876,all-OTU,16S,120,119,1,2435,0.260986066,0.651069519,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
C-mix-1,CHAVES-F1R1,COI,OTU313691130,all-OTU,16S,120,120,0,666,0.071382637,0.178074866,Chiroptera,-0.728109,"Carnivora,Felidae",-0.892113,"Chiroptera,Mormoopidae,Pteronotus",-1.20316,"Chiroptera,Mormoopidae,Pteronotus,unk",-1.20317,Pteronotus_sp._KX819316.1,0.775,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Felidae; g__Puma; s__yagouaroundi,0.94872,,,,,,,,,,,,,,,,
C-mix-1,CHAVES-F1R1,COI,OTU240619258,all-OTU,16S,120,103,17,624,0.066881029,0.16684492,Primates,-0.152905,"Primates,Atelidae",-0.217322,"Primates,Atelidae,Lagothrix",-0.471676,"Primates,Atelidae,Lagothrix,unk",-0.471694,Lagothrix_lagotricha_AF420049.1,0.699,Unassigned,,Chordata;Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus moloch,0.9798,99,,,,,,,,,,,,,
C-mix-1,CHAVES-F1R1,COI,OTU244576181,all-OTU,16S,120,101,19,11,0.001178992,0.002941176,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus capensis,1,32,69,,,,,,,,,,,,
C-mix-1,CHAVES-F1R1,COI,OTU741537360,all-OTU,16S,120,128,8,4,0.000428725,0.001069519,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. CFSAN084952,0.98824,85,,,,,,,,,,,,,
C-mix-1,H,16S,OTU212970076,all-OTU,16S,120,120,0,11985,0.920860546,0.929934823,Rodentia,-0.00247102,"Rodentia,Cuniculidae",-0.10439,"Rodentia,Cuniculidae,Cuniculus",-0.351444,"Rodentia,Cuniculidae,Cuniculus,unk",-0.351463,Cuniculus_paca_NC_079967.1,0.917,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.98291,,,,,,,,,,,,,,,,
C-mix-1,H,16S,OTU543244219,all-OTU,16S,120,120,0,828,0.063618901,0.06424581,Primates,-0.0150126,"Primates,Cebidae",-0.312402,"Primates,Cebidae,unk",-1.54856,"Primates,Cebidae,Saguinus,unk",-2.20453,Saguinus_bicolor_NC_064176.1,0.717,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Mico; s__humilis,0.93966,,,,,,,,,,,,,,,,
C-mix-1,H,16S,OTU112659254,all-OTU,16S,120,134,14,75,0.005762582,0.005819367,Pilosa,-0.0545276,"Pilosa,Myrmecophagidae",-0.0545318,"Pilosa,Myrmecophagidae,Tamandua",-1.09943,"Pilosa,Myrmecophagidae,Tamandua,unk",-1.09944,Tamandua_tetradactyla_AJ421450.1,0.597,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Myrmecophaga; s__tridactyla,0.97656,,,,,,,,,,,,,,,,
C-mix-1,U,12S,OTU406423978,all-OTU,12S,220,223,3,1844,0.486543536,0.911968348,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
C-mix-1,U,12S,OTU391116024,all-OTU,12S,220,224,4,178,0.046965699,0.088031652,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
C-mix-1,U,12S,OTU570123756,all-OTU,16S,120,112,8,737,0.194459103,1,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU738865490,all-OTU,COI,250,255,5,1566,0.047532326,0.737983035,Chiroptera,-0.00213355,"Chiroptera,Noctilionidae",-0.00264157,"Chiroptera,Noctilionidae,Noctilio",-0.049464,"Chiroptera,Noctilionidae,Noctilio,unk",-0.0495161,Noctilio_albiventris_KC011603.1,0.9,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Noctilionidae; g__Noctilio; s__albiventris,0.9638,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU946965879,all-OTU,COI,250,255,5,476,0.014447884,0.224316682,Rodentia,-0.662772,"Rodentia,Cricetidae",-0.76696,"Rodentia,Cricetidae,unk",-0.845458,,,Dasypus_beniensis_MH710605.1,0.71,k__Metazoa; p__Chordata; c__Actinopteri; o__Gonorynchiformes; f__Kneriidae; g__Phractolaemus; s__ansorgii,0.8254,Chordata;Mammalia;Rodentia;Muridae;Hybomys;Hybomys sp. n. VVB-2020,0.83071,254,1,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU943214579,all-OTU,COI,250,255,5,39,0.001183755,0.018378888,Pilosa,-0.00400379,"Pilosa,Bradypodidae",-0.00400427,"Pilosa,Bradypodidae,Bradypus",-0.00614027,"Pilosa,Bradypodidae,Bradypus,torquatus",-0.45217,Bradypus_torquatus_EU301711.1,0.974,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__torquatus,0.99559,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus torquatus,0.99559,227,28,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU279795832,all-OTU,COI,250,254,4,21,0.000637407,0.009896324,Rodentia,-0.00100928,"Rodentia,Cuniculidae",-0.0010212,"Rodentia,Cuniculidae,Cuniculus",-0.0155642,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0874383,Cuniculus_paca_JF459126.1,0.956,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.97619,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU801544977,all-OTU,COI,250,255,5,16,0.000485643,0.007540057,Didelphimorphia,-0.00297933,"Didelphimorphia,Didelphidae",-0.00297934,"Didelphimorphia,Didelphidae,Didelphis",-0.205496,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.255368,Didelphis_albiventris_JN638891.1,0.958,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.98312,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU678976272,all-OTU,COI,250,254,4,4,0.000121411,0.001885014,Rodentia,-1.85737,"Artiodactyla,Cervidae",-2.53147,"Artiodactyla,Cervidae,unk",-2.62824,,,Bradypus_pygmaeus_GBCOC18838-23,0.747,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__variegatus,0.88048,Chordata;Mammalia;Pilosa;Megatheriidae;Nothrotheriops;Nothrotheriops shastensis,0.91235,251,3,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU13782870,all-OTU,12S,220,220,0,12187,0.369908335,0.990168996,Chiroptera,-0.000341754,"Chiroptera,Emballonuridae",-0.000356425,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.00497032,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.0136939,Rhynchonycteris_naso_KX381769.1,0.944,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.9774,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU698278148,all-OTU,12S,220,224,4,66,0.002003278,0.005362366,Didelphimorphia,-0.000218198,"Didelphimorphia,Didelphidae",-0.000218207,"Didelphimorphia,Didelphidae,Didelphis",-0.409328,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.410867,Didelphis_albiventris_MT892661.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99548,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU355307225,all-OTU,12S,220,224,4,28,0.000849876,0.002274943,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU560424198,all-OTU,12S,220,222,2,12,0.000364232,0.000974976,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU391116024,all-OTU,12S,220,224,4,9,0.000273174,0.000731232,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU357898955,all-OTU,12S,220,216,4,6,0.000182116,0.000487488,"root,unk",-0.184973,,,,,,,Stercorarius_maccormicki_KM401546.1,0.579,Unassigned,,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus variegatus,0.85116,215,1,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU543244219,all-OTU,16S,120,120,0,2213,0.067170521,0.522550177,Primates,-0.0150126,"Primates,Cebidae",-0.312402,"Primates,Cebidae,unk",-1.54856,"Primates,Cebidae,Saguinus,unk",-2.20453,Saguinus_bicolor_NC_064176.1,0.717,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Mico; s__humilis,0.93966,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU240619258,all-OTU,16S,120,103,17,989,0.030018819,0.233530106,Primates,-0.152905,"Primates,Atelidae",-0.217322,"Primates,Atelidae,Lagothrix",-0.471676,"Primates,Atelidae,Lagothrix,unk",-0.471694,Lagothrix_lagotricha_AF420049.1,0.699,Unassigned,,Chordata;Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus moloch,0.9798,99,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU911054025,all-OTU,16S,120,119,1,914,0.027742366,0.215820543,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU890264139,all-OTU,16S,120,120,0,79,0.002397863,0.018654073,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU343752411,all-OTU,16S,120,103,17,25,0.000758817,0.005903188,Primates,-0.160477,"Primates,Atelidae",-1.03306,"Primates,Atelidae,Lagothrix",-1.31729,"Primates,Atelidae,Lagothrix,unk",-1.31731,Lagothrix_lagotricha_AF420049.1,0.68,Unassigned,,Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba,0.9798,99,,,,,,,,,,,,,
C-mix-2,CH11,COI,OTU570123756,all-OTU,16S,120,112,8,15,0.00045529,0.003541913,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
C-mix-2,CHAVES-F14R12,COI,OTU330696189,all-OTU,COI,250,255,5,3774,0.404068522,0.536079545,Chiroptera,-0.000835773,"Chiroptera,Emballonuridae",-0.000842356,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.323144,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.394663,Rhynchonycteris_naso_ABECB163-08,0.948,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.99095,,,,,,,,,,,,,,,,
C-mix-2,CHAVES-F14R12,COI,OTU554193650,all-OTU,COI,250,255,5,2577,0.275910064,0.366051136,Pilosa,-0.749309,"Pilosa,Myrmecophagidae",-0.749366,"Pilosa,Myrmecophagidae,Myrmecophaga",-1.16204,"Pilosa,Myrmecophagidae,Myrmecophaga,unk",-1.16206,Myrmecophaga_tridactyla_GBMA27852-19,0.867,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Myrmecophaga; s__tridactyla,0.94444,,,,,,,,,,,,,,,,
